"年月","國別","基隆市[金額，新台幣]","基隆市[筆數]","新竹市[金額，新台幣]","新竹市[筆數]","新竹縣[金額，新台幣]","新竹縣[筆數]","苗栗縣[金額，新台幣]","苗栗縣[筆數]","彰化縣[金額，新台幣]","彰化縣[筆數]","南投縣[金額，新台幣]","南投縣[筆數]","雲林縣[金額，新台幣]","雲林縣[筆數]","嘉義市[金額，新台幣]","嘉義市[筆數]","嘉義縣[金額，新台幣]","嘉義縣[筆數]","屏東縣[金額，新台幣]","屏東縣[筆數]","宜蘭縣[金額，新台幣]","宜蘭縣[筆數]","花蓮縣[金額，新台幣]","花蓮縣[筆數]","台東縣[金額，新台幣]","台東縣[筆數]","澎湖縣[金額，新台幣]","澎湖縣[筆數]","金門縣[金額，新台幣]","金門縣[筆數]","連江縣[金額，新台幣]","連江縣[筆數]"
"106年01月","美國","15509801","5559","40621236","12121","34144558","10302","10403503","4308","23061591","9086","7522104","3052","6983316","3316","6139367","2409","6377737","2556","6449039","4442","7462770","3191","4512803","2150","2081024","1035","576229","435","635368","368","75418","85"
"106年01月","盧森堡","10782059","16821","21362621","32594","20167299","31003","12936984","19715","21185588","33169","8924279","13123","8825126","12989","4812514","7844","5915116","8997","9919771","16334","8128172","12807","5617273","9475","3394576","4087","1674970","2279","2026575","2527","261638","356"
"106年01月","中國","9741014","5902","21119544","9920","20530914","9464","8387501","5368","19842148","11859","6306956","3777","5327682","3648","4769307","3126","4342328","3206","8989087","6098","7152302","4314","4519982","2935","1983526","1461","900635","704","1492933","961","177943","111"
"106年01月","香港","5438787","1755","13192279","3543","11614298","3036","3669544","1393","10081005","2898","3322397","934","2816610","894","2083682","669","1824135","631","6799272","1342","3363032","922","2342161","677","884973","305","422641","133","371937","167","65258","20"
"106年01月","南韓","4035402","1110","11362429","3197","9673015","2587","4595453","1025","10280358","2009","2996656","787","4105709","768","1960585","500","3268915","669","5558088","1060","3321738","947","2308990","529","909334","189","511361","147","528014","119","213576","31"
"106年01月","新加坡","4511481","1362","13959852","3367","10519772","2651","3647666","1255","7403807","2667","2240516","820","2043621","1068","2283408","575","1014083","660","2754202","1089","2954478","958","2060230","687","928720","259","200523","125","296069","111","56715","16"
"106年01月","荷蘭","4302824","5515","7162650","5662","6667953","4497","2724105","2702","5548517","6262","2868571","2434","2488684","2473","1602454","1791","1663516","1562","3562844","3316","3412206","2870","3007522","2256","1146501","917","404215","587","254563","397","25997","78"
"106年01月","法國","2327411","301","5416548","777","6980927","594","1991163","265","5578201","476","932265","100","1597372","199","699428","185","1544392","216","2550756","254","3658001","281","1234976","94","92238","31","710076","45","112739","14","15756","4"
"106年02月","日本","31097784","8006","86338340","20567","75069441","16749","27762452","6650","54528042","12435","18532051","4223","20188745","4887","17095582","3810","13453693","3457","28335981","6860","20517988","5012","10666266","2768","5643654","1350","2773924","657","2395741","699","702309","147"
"106年02月","英國","27299865","21135","63419975","33006","51556999","33237","25725982","22313","57698295","41291","18162605","15419","19075096","17093","12393141","9043","12647657","11992","25038128","23782","19292678","16324","13384316","12650","6344825","6357","2426037","2766","2401209","2290","487412","469"
"106年02月","美國","15370205","5092","41321575","12716","39086774","11008","11143128","4445","24875268","9173","7666334","2842","9141218","3562","6709458","2302","5272630","2384","8501493","4135","8427407","3422","5602512","2344","2505741","821","605454","390","509369","335","226367","79"
"106年02月","盧森堡","10156832","18121","20530029","35124","21984148","34380","13171406","21528","23427035","37935","8915450","14801","9028845","14769","5253509","8994","6772388","10671","9952705","18165","8847832","14733","5920792","10814","3517683","4607","1530715","2474","2179232","2798","338715","440"
"106年02月","中國","12231805","7453","22778782","11739","22695706","11686","10606969","7035","24210976","15508","6437840","4299","7418811","4889","5651538","3638","5163678","4407","11650851","7972","8439152","5690","4788192","3470","2220240","1749","1165896","857","1748016","1255","209738","79"
"106年02月","南韓","6253755","1526","12402951","3652","11600859","3101","4361813","1155","13362443","2486","3498036","1019","5305537","1044","3464471","772","2824118","651","6258617","1420","5067761","1108","3436990","653","2087436","323","727284","176","521879","199","116828","25"
"106年02月","義大利","38138119","373","6017323","693","5827246","416","4639722","249","4434316","459","1130972","121","1760193","219","1039510","84","577830","67","2329226","202","1510351","177","224067","29","239180","40","72771","46","302127","25","9188","2"
"106年02月","香港","5984971","2001","12213881","3908","9702124","3290","5005271","1694","9942149","3098","3061616","1001","3015744","1025","2028252","739","1983612","778","5826354","1559","4052216","1117","3542290","974","748634","302","491767","155","559533","180","46416","23"
"106年02月","新加坡","4606595","1532","11130067","3651","12176866","3000","3356981","1346","8994089","3347","2809886","1141","2275703","1077","2154219","650","2117356","685","3120798","1332","2044319","1177","2626144","841","793771","231","366938","153","350821","121","94052","20"
"106年02月","荷蘭","3936440","2640","9194288","3740","7457653","2944","2645711","1590","6879964","3380","3691726","1336","2213851","1265","2700468","856","1598909","832","4492068","2044","3532737","1541","3721972","1307","1253320","493","274554","210","329181","195","102901","30"
"106年03月","英國","33645196","25039","80242257","40265","72767971","39936","28484983","25795","60791405","48567","21879003","18671","22087282","20560","14540177","11152","13538190","13896","28257904","32346","22951574","19508","15870599","15510","7253489","7741","2577667","3336","3150740","2610","501340","648"
"106年03月","日本","30387652","8005","81571326","19573","69142353","16026","31048012","7497","59147827","13627","20457559","4925","21563806","4814","16704933","3846","13620255","3156","33177418","7433","22709968","5181","12743324","2908","5616149","1147","2872452","641","1976097","451","276276","55"
"106年03月","美國","15867145","5306","54134557","14499","39056333","11154","11458392","4755","27431664","9839","8252366","3468","10299329","3933","6639669","2708","7300344","2733","11825122","4686","8493852","3844","5974415","2827","2161031","986","802728","475","790673","699","159065","80"
"106年03月","中國","15169856","9905","37731522","17198","34482387","16637","14487321","8974","33220116","21625","9276206","6020","9818958","6991","7532080","4940","6884806","5806","14708918","10783","10711409","7888","7197465","5301","3572986","2675","1481557","1172","1851415","1571","287015","113"
"106年03月","愛爾蘭","11284618","16210","22937090","29395","21784495","29205","13768235","18046","28190316","33883","9404881","12753","9501546","12727","6065140","8063","6960272","9028","11371070","15752","9131303","13011","6653806","9941","3053125","4353","1499074","2102","1915580","2288","281994","433"
"106年03月","義大利","74896196","343","5008779","630","6260630","466","1450982","142","4244269","347","2270538","137","1775783","216","1933835","153","1863154","114","1163439","135","2438779","207","2170378","128","139161","14","36308","9","218382","13","0","0"
"106年03月","南韓","6828898","1830","12240841","3764","11888059","3357","6100487","1449","12308292","2780","3823184","1064","4614858","977","3267060","729","2958304","804","6938017","1710","4752610","1119","3763373","793","1642076","305","1102129","182","602492","189","24289","9"
"106年03月","新加坡","5371088","1589","16272831","3772","15489413","3064","4428965","1451","11319662","3540","3152532","1305","3418027","1245","2255182","842","2473630","704","4108098","1449","3610868","1343","2639437","802","2725654","290","364686","169","709824","133","70614","25"
"106年03月","香港","7126873","1792","13119321","3370","10459412","3033","4147179","1440","10040830","2817","2642977","976","2897333","847","2168909","627","2384559","702","7111257","1419","3185307","1027","2657103","920","591130","268","456283","123","354391","163","6799","8"
"106年03月","荷蘭","3938067","1550","11452028","3227","7913605","2669","3151619","1236","6914744","2716","3605028","1148","2268084","754","1618856","615","1650109","613","4997314","1288","4231882","1146","5202936","985","2285933","439","296356","141","347093","120","98840","41"
"106年04月","日本","29519483","7788","92367497","22237","78675772","17396","30560660","7328","102111970","23300","19762732","4797","21442553","4789","17765778","4315","13508066","3339","30977611","7477","24345064","5948","13055252","2834","5449429","1320","2265302","552","1832070","478","121134","40"
"106年04月","英國","27703223","24369","74262637","38416","62010008","39454","27984529","27797","58316627","48298","18420221","18147","22000488","21268","14571241","10599","14230735","14725","27921149","31753","23594013","19431","15170117","15389","7120506","8453","2681159","3520","2624407","2852","531146","684"
"106年04月","愛爾蘭","16268652","22309","31053288","40891","30503559","40159","18807169","24731","38975495","46101","11980539","17004","14049696","18241","8870995","11441","8985548","12465","15904008","22168","12818326","18202","9602822","13650","4893886","6255","2381106","3021","2357302","2932","236235","384"
"106年04月","美國","30776075","5254","47624054","14289","44183575","11836","10926085","4637","27590178","10306","7440366","3342","9542650","3912","6946036","2896","7069205","2682","12263417","4712","9961895","3960","6902273","3046","2549011","1269","743547","508","809722","471","273709","83"
"106年04月","中國","16318642","10964","36281714","17166","32609044","17245","14435991","9463","30387218","22020","9776509","6792","9751036","7324","9011083","5208","7874925","6196","15797145","11193","11731789","8891","6667874","5156","3484732","2861","1949745","1283","2040014","1637","348154","160"
"106年04月","義大利","132168487","458","7641891","890","7127444","593","2407846","230","7668105","507","834355","145","2290852","223","1482510","123","842595","91","1109639","169","3154714","240","421723","42","614972","40","207678","40","166280","20","0","0"
"106年04月","南韓","6420145","1976","13929233","4615","11717294","3683","6112558","1687","23828336","4416","3673017","1004","5566678","1147","3439956","832","3454728","894","5732508","1620","5917131","1378","3095320","669","972841","242","460229","122","247037","119","61864","28"
"106年04月","新加坡","6213671","1710","14193832","3894","14801846","3168","5490696","1686","11148612","3784","3992293","1284","4088068","1239","2196920","801","5038265","684","4194412","1406","3303369","1205","3042187","809","1237145","270","408343","120","532442","183","39185","19"
"106年04月","香港","8330806","1939","13749402","3636","11133786","3215","4335354","1458","9486335","3075","3288316","1045","3167724","937","2845408","699","2307300","743","5830137","1539","3954946","1092","2716646","956","748408","327","352004","116","329727","137","71172","15"
"106年04月","荷蘭","4249170","1848","9138346","3667","6918153","2981","2604647","1325","6305705","2928","2818820","1127","3222582","967","1536061","820","1535738","637","4853806","1295","6051313","1319","2568945","987","958280","443","598796","123","247279","162","10439","20"
"106年05月","日本","30132640","7998","81363550","20857","71251610","17796","27854436","7048","56104850","13522","18390941","4467","21583268","4831","17191520","3809","12988510","3213","25525432","6723","20518854","5153","11014213","2560","4066241","1011","1690271","424","2093248","569","286457","49"
"106年05月","英國","26111151","20001","75024069","33444","60797045","33728","25595889","23071","53925157","41069","19048647","16290","21266555","18591","13192159","9679","14270268","12956","23910296","24823","21516391","16979","13072922","12051","6895777","7311","2524868","3190","2584085","2432","498098","641"
"106年05月","愛爾蘭","13953530","19294","26320060","35625","26550719","35304","16603639","22253","32602429","41197","10433696","15626","12464412","16216","7555630","9871","8087167","11111","14222580","19752","11225716","16040","7354876","11221","3636279","5244","2107958","2831","3002440","3153","263290","426"
"106年05月","美國","2623807","4951","43962884","12997","42391607","11865","10522915","4754","26552417","10331","7695649","3224","10386116","3890","7725341","2780","6486417","2717","9091881","4681","9948989","3702","6659221","2860","2431213","1061","1447286","569","699291","499","173004","68"
"106年05月","中國","13693676","9088","32122211","16363","28482004","15515","12459898","9020","29335970","20773","8483769","6088","8681965","6980","6384012","4840","6022590","5200","13067567","10523","10184976","8346","6804773","4762","2897474","2319","1256072","1134","1578124","1448","239026","90"
"106年05月","義大利","146007227","378","8439941","889","6958970","606","2278160","185","6517869","441","2017530","168","2010522","242","767355","80","1018644","121","1131517","193","1921604","222","894859","129","142523","23","56947","10","70985","13","3140","1"
"106年05月","香港","6576363","1767","10720597","3259","10377808","2960","3924552","1330","9039099","2775","2931957","1017","5317395","916","1802611","672","1776613","601","5818309","1336","3730129","1220","3840092","2177","746073","585","739207","115","255299","138","86406","14"
"106年05月","新加坡","5204026","1603","12574116","3197","12128158","2532","4242573","1374","7670419","2571","2827178","1014","3299831","950","2996226","590","4274981","671","3572642","1186","3801724","986","2662338","594","1025021","262","302885","120","472858","169","24774","10"
"106年05月","南韓","4923786","1451","12083886","3943","10425689","3267","4457446","1266","9090178","2369","2693543","822","3396131","915","2349053","610","2296826","681","5176399","1529","3368717","1001","1842214","425","945973","221","651132","144","564732","177","72046","29"
"106年05月","荷蘭","3445129","2520","8868161","3947","7741316","3424","2607767","1555","6354227","3645","3575671","1463","2410391","1454","1880404","930","1524954","965","4756688","2301","3921147","1797","3692897","1301","1200830","575","605830","310","394523","249","112344","93"
"106年06月","日本","28224097","7597","74896038","20169","65605191","16522","25211777","6864","48887172","12677","15941938","4194","16120954","4153","14423248","3450","13247134","3373","23816425","6391","19577539","5272","9163194","2556","3805390","1063","1678037","493","1686672","415","207628","55"
"106年06月","英國","27859496","19394","59624716","29381","53539351","30144","26789155","22254","47641151","38687","15509613","15578","19448822","17561","10862821","9025","10873816","11826","21099101","21272","18184262","15414","11422130","11252","5824860","7033","2537779","3241","2276918","2314","521816","598"
"106年06月","美國","12524976","5166","42168304","12561","39054345","11005","10050332","4702","25704270","10322","8586232","3420","8303386","3664","5962113","2483","6046492","2616","9641398","5392","7016642","3350","5604073","2498","2153384","1078","652118","544","543476","469","215746","88"
"106年06月","愛爾蘭","14031145","17388","23024519","31026","24823990","31798","14750703","19886","29760856","36707","11299649","14907","11441209","14541","7031489","8433","7511157","9649","12805431","17874","9945743","13816","6708690","9408","3229734","4546","2085411","2751","2309914","2758","324615","401"
"106年06月","中國","11567657","8288","28886689","14814","25938978","13304","10910053","8181","27551406","18411","8956590","5846","7996226","6409","5661959","4116","6186227","4763","11843234","9200","9936038","7351","5704501","4095","2094166","1792","1341714","1158","1740297","1483","268250","87"
"106年06月","義大利","109002957","479","8397325","1006","4333419","501","3086476","212","5012044","496","1302306","147","1376731","121","1223542","118","751644","81","1703342","200","2269193","179","580550","101","260843","81","22790","6","215792","25","0","0"
"106年06月","南韓","4446634","1501","10337810","3649","9837236","2883","5235753","1325","9328251","2502","2293488","735","3273718","941","2262724","569","2905157","724","5204066","1384","3169548","893","2900222","562","905371","263","371249","115","308278","127","64050","15"
"106年06月","香港","4174388","1454","11057517","3005","8248872","2547","3578039","1212","9184605","2468","3129986","1112","2644897","852","2365715","586","2214054","522","4435254","1250","3802413","1313","2373459","851","820073","300","238420","120","365226","152","50555","11"
"106年06月","新加坡","6370621","1258","10795684","2657","12046343","2376","2957550","1056","6099182","2408","2374219","995","2083344","826","3007686","564","1649572","553","3095370","1040","2602500","877","2246061","536","696295","283","336595","125","375185","182","48180","15"
"106年06月","荷蘭","3551457","2782","8840816","4318","8416402","3485","2418548","1724","5310956","4166","3491049","1721","1877119","1470","2009469","1241","1361764","1110","4727932","2669","3544085","1947","3487431","1540","1418555","670","966283","329","527834","307","108461","85"
"106年07月","日本","31315037","8525","86185455","22378","76425008","18947","27419379","7054","58022079","14222","21123063","5559","24147549","5623","16805921","4642","14209511","3610","28441074","7078","19385138","5037","10685448","2902","5798098","1695","2456719","613","2913513","742","420270","96"
"106年07月","英國","20866350","18394","51298690","28346","49151238","29402","23283175","21354","45336425","37026","15231538","15267","19023905","16808","9850803","9280","10156346","11170","21483849","21378","16588212","14748","9526966","10669","5596317","6874","1943159","3034","2311307","2077","303576","508"
"106年07月","美國","12728680","5215","43384231","13471","39751038","11641","12508247","5250","31249295","11591","9797185","3677","10827875","4620","6884950","2825","7800109","3288","13238817","5481","7141604","3713","5156911","2641","2681478","1133","821875","568","535633","405","184004","102"
"106年07月","愛爾蘭","12261390","16482","23010612","29855","24808989","31017","14955091","19851","29252562","36049","11276562","14521","10730091","13983","7138814","8508","6805894","9579","13871497","17887","9470148","12900","6559235","9072","2981608","4413","1926628","2643","2167065","2621","331607","378"
"106年07月","中國","11453920","8013","27339169","13544","23450399","13252","10327941","7348","25081155","17684","7450935","5606","9472394","6706","5415506","4173","5933069","4790","11822380","9154","10314631","6979","5040906","3826","2362147","1584","979826","917","1747215","1330","107035","85"
"106年07月","義大利","105868730","445","9318162","1001","5031817","464","1803670","166","3569624","559","1366471","254","1204867","240","564298","84","589063","114","1072844","232","2117706","242","783588","112","117865","55","99755","7","31855","24","156570","10"
"106年07月","匈牙利","5374441","1004","15461912","2406","11769678","2046","4825979","977","10414170","2296","3338886","816","3902239","837","2776129","627","2011106","500","5155048","1115","3326346","713","2405324","675","1290144","314","571744","176","646266","189","70403","18"
"106年07月","南韓","4904325","1575","12187308","3929","12344755","3787","5356447","1279","8581324","2215","3797524","1060","3798706","1205","2858837","628","2479178","720","5297618","1327","3289534","998","2508895","633","1550042","267","509900","116","566645","231","147604","27"
"106年07月","香港","7556391","1797","12035813","3506","8544059","2704","4139534","1236","7651772","2480","2919172","1057","2337840","779","2358609","634","1602643","618","7386975","1353","3822843","1309","2564631","860","864437","314","523487","136","531606","150","73350","16"
"106年07月","新加坡","4794581","1311","11001427","2732","10419852","2573","3379310","1007","7292000","2488","2436234","828","3209848","980","2193924","673","1553634","647","3047618","1086","2529747","810","1943353","538","788622","282","424801","138","544445","207","188390","13"
"106年08月","日本","25281334","6885","76626274","18649","62954341","15720","23458761","6441","51062160","12637","16167342","4377","18007250","4790","16478437","4248","12601654","3407","25327511","7044","17055498","4629","10533953","2596","4528989","1342","2075080","631","2445376","567","526018","129"
"106年08月","英國","20331353","18625","47501862","28012","43273637","30182","26097770","22576","41889510","38240","15066143","15836","16645362","17386","9809873","8932","10288054","11717","21317023","21966","15283152","15120","9954205","11045","5511047","6660","2630259","3209","2020644","2280","395846","483"
"106年08月","美國","15346964","5537","48737739","13576","42617244","12355","12699404","4955","32364249","11518","10480274","3874","12916122","4990","8938957","2899","7713799","2976","12949528","5860","9643865","3906","6837102","2763","2810034","1004","963959","666","1050656","455","267046","122"
"106年08月","愛爾蘭","13174545","16762","24323316","30978","26220136","31596","15585182","20142","29789012","36160","10516551","14355","12491971","14811","7432505","8477","6872138","9673","13953527","18407","9846501","13155","5831769","8749","2806865","4204","2852437","3112","2553310","2910","296308","374"
"106年08月","中國","10933763","7405","26246152","13572","24911282","13581","10822838","7850","25299858","17304","7250853","5288","8943955","6487","5940314","4810","5476783","4657","11758734","8589","9843934","7104","4316833","3871","2443429","1786","1333830","1057","1199861","1200","122281","115"
"106年08月","匈牙利","6058598","1094","17774585","2673","11946134","2178","5769386","1185","9777271","2400","3411298","762","3912615","915","2813919","628","2538369","616","4269062","1020","3187680","798","2705973","735","1074356","341","571957","147","549222","158","128346","16"
"106年08月","義大利","56588983","260","3671601","425","3341645","347","573780","109","3477555","303","596245","109","1513570","203","704584","141","207685","22","996900","149","1788024","137","924291","106","87060","48","50777","8","18029","8","192665","9"
"106年08月","南韓","4757840","1237","10929199","3087","12505550","3632","5919580","1256","11306557","2548","3047793","855","3865063","1046","2714967","685","2720899","594","5528846","1535","3764477","945","2624222","617","1379828","277","446508","78","650644","235","23854","9"
"106年08月","香港","5651012","1436","10473149","3025","9118372","2778","4447295","1286","8362100","2761","2785815","1017","2920441","893","2518459","682","2707261","580","5827435","1300","3031240","892","2244122","650","672366","257","321083","130","359599","147","46749","12"
"106年08月","荷蘭","3584977","3832","9016595","4993","8505344","4227","2490437","2218","7248353","5218","4045543","2202","2005998","2041","2217164","1539","1655756","1368","6349568","3092","5071467","1968","3961982","1840","2221161","826","819074","409","407284","390","93850","90"
"106年09月","日本","28178219","7924","69160502","18461","62576708","14527","22854578","6675","50212456","12462","15744951","4195","18269013","4823","13894223","3799","12735371","3580","29275233","6686","16500180","4702","10499776","2853","3811319","1041","1570548","404","1383579","382","284724","73"
"106年09月","英國","21815911","17918","46843874","26975","40249183","29208","19530407","21258","43002892","35939","14263733","14638","17417521","16532","9735146","8446","8792660","10746","17976970","19513","22073854","14616","8952159","10020","4748810","6274","2648736","3097","2034685","2381","501397","638"
"106年09月","美國","15811927","5233","40254708","12011","38015405","11530","10525757","5234","28239244","10980","7609529","3645","10263787","4546","6771964","2736","6603674","2833","9213531","5401","7522288","3848","4954301","2528","2295365","1093","705003","605","624465","496","141438","94"
"106年09月","愛爾蘭","11513756","15332","21419943","28193","23519980","29175","14083953","18383","26632806","33654","10448918","13383","9549621","12777","6542627","7866","6195555","8815","13068725","16850","8281435","12073","5101276","8061","2790033","3870","2975548","2999","2011044","2448","216112","316"
"106年09月","中國","11237756","7346","28282538","13226","25348259","12300","12110675","7278","25144614","16432","7528278","5426","8565197","5954","5307485","4103","5593417","4470","11570337","8400","9587522","6712","5569393","3786","2489622","1605","1165190","940","1378397","1301","257327","85"
"106年09月","義大利","83551082","360","6971774","634","6086172","488","3950000","187","4575694","354","883687","93","1012124","107","1344598","161","487041","85","1509890","145","2768618","216","1745714","202","17907","11","50237","11","54914","11","67079","3"
"106年09月","南韓","5021116","1729","10802112","3637","8816101","3021","5063744","1249","9047198","2632","2799949","879","2983872","901","1986999","598","2377235","601","10991082","1556","3617691","1082","3427272","663","872618","276","389393","148","458048","66","25518","11"
"106年09月","匈牙利","5126387","891","14082383","2371","11012883","1848","4105666","923","9315427","1967","3265147","707","3671138","756","2159741","468","1827838","424","3477805","861","3577819","734","2149061","568","800585","260","311801","145","331245","109","24691","8"
"106年09月","香港","6601741","1742","11026703","3111","9400182","2831","3612049","1365","8311583","3112","3146924","998","2707559","971","1691590","603","1780283","743","5092763","1367","3912569","1052","2183494","692","777326","257","378427","117","416405","161","49225","8"
"106年09月","荷蘭","3426142","3821","9330119","5238","7583060","4275","3166574","2426","6308556","5434","4327955","2366","2274763","2177","1805778","1483","1842227","1407","6309138","3356","5563312","2224","4045437","1818","2360069","903","958185","374","497766","370","78245","104"
"106年10月","日本","36233000","9159","90384544","25282","76531330","20134","29679376","8236","62972825","15504","21703718","5092","21110899","5418","17130274","4462","12437673","3520","27100157","7487","32996833","8604","10597666","2986","3698109","1148","2153023","600","1610909","409","321496","80"
"106年10月","英國","24274968","18660","46423136","29083","41472270","31331","21812569","23396","42085366","39846","15762873","15617","15709822","17997","10778533","8875","10341416","11884","19866314","21501","16744999","15997","9766954","11301","4203254","6588","2513339","3258","2397893","2559","396159","520"
"106年10月","美國","12801326","5738","45412777","14434","40088333","12105","11199065","5252","31522488","12565","8611276","3442","12048044","4768","6426320","3112","7326333","3140","12077821","5768","9899497","4357","5154854","2768","2218684","1241","1140336","727","824379","749","347260","100"
"106年10月","愛爾蘭","13145989","16312","23338219","30214","22863156","29687","14649827","19475","28370949","35831","10724901","14538","9783521","13642","6323782","8137","6285179","9282","13366388","17748","8758070","12977","6150881","8966","2998379","4366","3219503","3384","2322272","2887","341960","374"
"106年10月","中國","11018141","7768","24933132","12510","25181213","13083","11825191","7558","25220038","17535","7958901","5102","9313527","6284","6010441","4044","5840417","4734","13945991","8224","9564177","7002","5639665","4139","2492706","1681","1095668","983","1838169","1545","141840","77"
"106年10月","南韓","5179198","1733","11423177","3602","10280786","3500","5405592","1554","11140125","2681","4538052","1015","4494770","1369","2699165","749","2860905","806","5476655","1457","6244408","1353","3126809","720","963066","307","1483398","168","567741","126","69638","18"
"106年10月","香港","5627846","1723","11935893","3315","10103788","3013","5721972","1584","11368053","3464","3406105","1013","3144500","1038","2515426","703","2700623","768","4879755","1451","4919593","1180","3147949","860","1095619","272","397267","142","574159","195","84931","18"
"106年10月","匈牙利","4776468","914","14096095","2469","12008640","2040","4937356","1033","10672730","2145","3252432","753","3527674","735","2487329","511","1944785","484","4402643","950","3959257","795","2611601","589","1032848","268","537343","183","572875","127","94888","16"
"106年10月","新加坡","4418244","1393","14074560","3220","14263378","2666","3689803","1144","9689034","3034","2336110","876","3634475","981","2342256","813","2098041","709","4958244","1412","3460042","1023","2394617","655","1040908","273","376843","116","505362","199","166001","72"
"106年10月","義大利","29045297","337","9711175","988","7625110","547","1807838","181","4939560","512","1559869","193","2107608","190","1824526","197","936706","60","2359898","174","2427813","219","1513529","100","672319","38","227114","35","88121","11","0","0"
"106年11月","日本","25993311","7358","73446704","19527","65861016","15335","24671711","6585","52756699","12922","17223987","4641","17129848","4369","17070961","4108","13363945","3395","26933400","7289","19608998","5387","10166416","2933","4250360","1281","2295851","584","2098978","569","227626","82"
"106年11月","英國","23669762","19942","53073205","30422","49799897","32880","22948552","23840","46006871","40761","16385016","16707","18873651","18706","11582324","9202","11861850","12481","23507289","23550","18999904","16704","11618870","12219","5226888","6447","2802313","3299","2883561","2947","371501","547"
"106年11月","美國","18546941","5107","47648276","14839","40194350","11403","12320417","5471","32682933","12589","12485691","3711","10835816","4506","7712753","2987","6937360","2957","12073666","5565","9831863","3938","6316511","2782","1735657","949","1260537","753","868286","680","323030","93"
"106年11月","中國","15098151","9915","35880422","16374","39620190","15988","14095102","8965","32968206","21113","10703723","6696","12436318","7640","7407732","5214","7649991","5500","16379241","10078","14046655","8970","7581600","5025","2839467","2039","1983891","1293","2622099","2262","217063","102"
"106年11月","愛爾蘭","13107000","17175","25110503","32415","25001960","31628","17476702","21236","30336691","37939","10734236","14970","11466542","15130","7126549","9092","6784814","9961","14406061","18775","9700539","14119","6454536","9303","3165124","4671","2690125","3149","2604464","3159","316228","381"
"106年11月","南韓","5817833","1918","11913968","3824","12504651","3941","5563384","1597","12419027","2867","3254225","1020","5346925","1239","3002399","685","2776343","725","6183229","1704","5861530","1105","2542721","712","778058","200","914598","160","354359","135","281067","23"
"106年11月","香港","7727298","1932","12147710","3607","9997196","3160","4576790","1560","10667633","3464","3791797","1211","4634879","1160","2621226","737","2731991","748","5603132","1506","3884200","1188","2530696","914","910427","278","468769","164","423424","173","118871","10"
"106年11月","新加坡","5851170","1425","14231463","3302","12424001","2695","3943151","1350","9893517","3029","2452155","938","2754140","944","2533764","800","2309660","736","4955442","1470","3872754","1143","2768709","781","1040672","299","362667","144","407990","179","167016","64"
"106年11月","義大利","32963748","430","3893622","513","4585845","437","1909096","164","5844315","484","1316948","207","1111560","119","920851","152","835670","106","1559612","201","1141515","151","559962","128","173620","41","352582","42","166247","20","4232","7"
"106年11月","荷蘭","3489221","4212","7919267","5509","6285972","4581","2584693","2639","6014661","6090","3995158","2657","1665909","2300","1808233","1825","1634592","1572","5142020","3803","4396968","2807","4294250","2375","1832837","988","655643","465","460556","529","69539","138"
"106年12月","日本","30104260","8186","87483846","23469","72763891","18051","28043559","7835","60137741","14937","17545128","4507","19226583","4718","17933900","4544","14958262","3906","28841274","7462","19745416","5349","10406431","3055","4743790","1204","2931451","786","1610947","507","322545","97"
"106年12月","英國","21513586","21178","50524126","32695","52247780","35957","33520575","26617","50881708","43161","17407196","17669","20269844","20453","12367468","9799","12212737","13916","25764960","28131","19059041","18973","12278730","12914","6084903","7268","3958859","3965","3057916","3117","486347","585"
"106年12月","愛爾蘭","15981107","18658","31468801","35259","34292595","35880","23935918","24526","40133059","42691","14433386","16684","15976701","17300","13563704","11276","9816604","11211","20222429","21016","13744115","16138","8560349","10366","3763978","4776","3300204","3531","3556850","3717","412747","375"
"106年12月","美國","18771289","6053","47887550","15251","40326927","12629","11066757","5765","32582120","13821","9320873","3937","11284917","5324","9409800","3331","7201354","3322","13266529","6472","9477876","4568","6039039","3114","2470815","1332","1165449","894","1179755","676","306269","103"
"106年12月","中國","14369145","9721","33538999","16135","31114225","15047","13964953","8528","32741132","19894","9898030","6382","11378116","7713","7090145","5007","6666230","5351","14713576","9601","12349574","8422","7104990","4703","3072372","1975","1649782","1388","2420967","2098","363331","222"
"106年12月","義大利","63919120","308","3776789","469","3068579","192","1154199","127","4481602","303","462300","61","1285931","121","2128747","145","528508","30","1139646","110","960759","75","570669","84","27662","6","321336","33","343297","48","9211","7"
"106年12月","香港","6498978","1959","13160069","3591","13080667","3272","4589005","1636","11603824","3470","3246196","1152","4845120","1144","3101046","807","2588333","778","4940893","1499","4207919","1121","2688387","794","549806","234","795828","166","570902","184","-45494","7"
"106年12月","新加坡","5109886","1499","14833080","3245","14423878","2877","4956220","1557","10952491","3377","2461838","921","3124506","936","3430927","826","2451606","656","6213941","1579","3606207","1051","2372115","778","664938","284","384153","137","345906","132","182353","56"
"106年12月","南韓","5020513","1875","11132019","3454","11519396","3641","5054959","1481","10679567","3058","3560900","1053","4897306","1315","2409393","670","2807274","734","5592547","1606","5406142","1143","3413056","811","658346","271","749199","123","415952","134","40065","43"
"106年12月","匈牙利","4592638","918","13226944","2273","11364855","1916","5234831","1038","9746426","2167","3144514","819","3371773","815","2399935","591","2361396","517","4040360","950","3696483","749","2650368","606","917060","337","508530","203","662480","149","151080","34"
